US,Canada,Mexico,Russia,United Kingdom,Italy,Germany,France,Belarus,Brazil,Peru,Ecuador,Chile,India,Turkey,Saudi Arabia,Pakistan,Iran,Singapore,Qatar,Bangladesh,United Arab Emirates,China,Japan,"Korea, South"
22717.0,762.0,2885.0,8952.0,1107.0,416.0,738.0,1794.0,894.0,32321.0,7386.0,0.0,13188.0,8336.0,983.0,1618.0,3039.0,2282.0,506.0,2355.0,1764.0,726.0,9.0,45.0,27.0
18764.0,730.0,3152.0,9268.0,1070.0,333.0,286.0,232.0,898.0,13223.0,8805.0,527.0,4830.0,8782.0,839.0,1877.0,2964.0,2516.0,518.0,1648.0,2545.0,661.0,21.0,35.0,35.0
17837.0,796.0,2771.0,8485.0,1444.0,200.0,333.0,407.0,847.0,15149.0,5563.0,0.0,5470.0,7761.0,827.0,1881.0,3938.0,2979.0,408.0,1523.0,2381.0,635.0,24.0,37.0,38.0
19956.0,627.0,3891.0,8858.0,1470.0,318.0,213.0,-647.0,852.0,31677.0,8126.0,1316.0,3528.0,8821.0,786.0,1869.0,4065.0,3117.0,544.0,1826.0,2911.0,596.0,15.0,51.0,49.0
19048.0,682.0,3912.0,8529.0,1348.0,321.0,342.0,-3226.0,861.0,26085.0,749.0,552.0,4942.0,9633.0,867.0,2171.0,4801.0,3134.0,569.0,1901.0,2695.0,571.0,3.0,29.0,39.0
27711.0,582.0,4442.0,8823.0,1238.0,177.0,394.0,4360.0,865.0,31954.0,4284.0,0.0,4664.0,9889.0,988.0,1975.0,3985.0,3574.0,517.0,1581.0,2423.0,659.0,15.0,44.0,39.0
26181.0,527.0,4346.0,8718.0,1111.0,518.0,507.0,581.0,887.0,32101.0,4202.0,609.0,4207.0,9471.0,930.0,2591.0,4734.0,2886.0,261.0,1754.0,2828.0,624.0,8.0,47.0,51.0
20153.0,524.0,3593.0,8846.0,792.0,270.0,407.0,572.0,883.0,23790.0,4358.0,1153.0,13990.0,10438.0,878.0,3121.0,4960.0,2269.0,344.0,1700.0,2635.0,626.0,11.0,46.0,57.0
17809.0,412.0,3484.0,8971.0,718.0,197.0,301.0,341.0,879.0,17988.0,4757.0,392.0,6405.0,10864.0,914.0,3045.0,4728.0,2364.0,383.0,1595.0,2743.0,540.0,9.0,38.0,38.0
16912.0,451.0,2999.0,8970.0,1095.0,280.0,214.0,274.0,823.0,17338.0,3181.0,258.0,4696.0,8442.0,989.0,3369.0,4646.0,2043.0,386.0,1368.0,2735.0,568.0,6.0,21.0,38.0
20324.0,434.0,4199.0,8587.0,1158.0,283.0,350.0,553.0,812.0,31698.0,4040.0,539.0,3913.0,10218.0,993.0,3288.0,5385.0,2095.0,218.0,1721.0,3171.0,528.0,23.0,45.0,50.0
21746.0,490.0,4883.0,8393.0,1188.0,202.0,318.0,625.0,801.0,33790.0,5087.0,523.0,5697.0,10459.0,922.0,3717.0,5834.0,2011.0,451.0,1716.0,3190.0,603.0,16.0,36.0,45.0
22303.0,412.0,4790.0,8777.0,1007.0,379.0,555.0,364.0,750.0,28692.0,5965.0,0.0,5636.0,10930.0,987.0,3733.0,6397.0,2218.0,422.0,1476.0,3187.0,479.0,10.0,44.0,56.0
25555.0,461.0,5222.0,8961.0,1054.0,163.0,258.0,801.0,704.0,24282.0,0.0,1338.0,6754.0,11458.0,1195.0,3921.0,0.0,2369.0,463.0,1517.0,3471.0,513.0,12.0,61.0,48.0
24136.0,341.0,3494.0,8697.0,888.0,346.0,348.0,497.0,721.0,21230.0,5961.0,578.0,8182.0,11929.0,1459.0,3366.0,6472.0,2430.0,347.0,1828.0,2856.0,491.0,65.0,45.0,34.0
18953.0,302.0,4147.0,8809.0,807.0,338.0,247.0,390.0,732.0,16794.0,8987.0,395.0,6938.0,11502.0,1562.0,4233.0,12073.0,2472.0,407.0,1186.0,3141.0,304.0,56.0,75.0,36.0
21095.0,377.0,3427.0,8217.0,1028.0,301.0,192.0,136.0,707.0,24617.0,3256.0,571.0,5143.0,10667.0,1592.0,4507.0,4443.0,2449.0,214.0,1274.0,3099.0,342.0,61.0,72.0,34.0
24628.0,359.0,4599.0,8241.0,1083.0,210.0,378.0,663.0,689.0,36983.0,4164.0,621.0,5013.0,10974.0,1467.0,4267.0,5839.0,2563.0,151.0,1201.0,3862.0,346.0,50.0,42.0,43.0
27079.0,388.0,4930.0,7824.0,1000.0,328.0,345.0,489.0,663.0,30925.0,3752.0,547.0,1900.0,12881.0,1429.0,4919.0,5358.0,2612.0,247.0,1097.0,4008.0,382.0,41.0,46.0,59.0
28238.0,406.0,5662.0,7772.0,1020.0,331.0,580.0,586.0,625.0,25520.0,3480.0,607.0,4475.0,13586.0,1304.0,4757.0,4944.0,2596.0,257.0,1267.0,3803.0,388.0,44.0,69.0,49.0
30996.0,388.0,5030.0,7971.0,986.0,-148.0,770.0,787.0,676.0,56059.0,3537.0,634.0,6290.0,14516.0,1214.0,4301.0,6604.0,2615.0,142.0,1021.0,3243.0,393.0,6.0,61.0,67.0
31866.0,315.0,4717.0,7870.0,666.0,264.0,601.0,619.0,603.0,63523.0,3413.0,0.0,5355.0,15403.0,1248.0,3941.0,4951.0,2322.0,218.0,1026.0,3240.0,388.0,63.0,64.0,48.0
25859.0,308.0,5343.0,7717.0,624.0,224.0,687.0,343.0,569.0,-19796.0,3598.0,909.0,5607.0,14831.0,1192.0,3379.0,4471.0,2368.0,262.0,881.0,3531.0,392.0,23.0,55.0,17.0
29989.0,355.0,4577.0,7586.0,892.0,221.0,537.0,142.0,518.0,28192.0,2511.0,0.0,4608.0,14933.0,1212.0,3393.0,3946.0,2573.0,218.0,1034.0,3480.0,378.0,58.0,43.0,46.0
38829.0,318.0,6288.0,7413.0,882.0,113.0,503.0,698.0,464.0,39527.0,3363.0,1003.0,3804.0,15968.0,1268.0,3139.0,3892.0,2445.0,119.0,1176.0,3412.0,380.0,35.0,57.0,51.0
36279.0,320.0,5437.0,7165.0,776.0,577.0,587.0,268.0,458.0,41033.0,3879.0,0.0,3649.0,16922.0,1492.0,3123.0,4044.0,2531.0,191.0,1199.0,3462.0,450.0,22.0,96.0,28.0
39357.0,294.0,6104.0,7105.0,697.0,296.0,630.0,255.0,437.0,41464.0,3913.0,1513.0,4648.0,17296.0,1458.0,3372.0,2775.0,2595.0,113.0,1060.0,3946.0,430.0,29.0,82.0,39.0
49086.0,327.0,5441.0,6788.0,641.0,255.0,477.0,1263.0,331.0,44884.0,3762.0,700.0,4296.0,18552.0,1396.0,3938.0,3138.0,2628.0,219.0,946.0,3868.0,410.0,28.0,105.0,51.0
40833.0,402.0,4410.0,6843.0,634.0,175.0,687.0,448.0,382.0,36920.0,3625.0,718.0,4406.0,19906.0,1372.0,3927.0,4072.0,2456.0,291.0,879.0,3504.0,387.0,29.0,92.0,62.0
42918.0,313.0,4050.0,6784.0,407.0,174.0,256.0,-407.0,380.0,32883.0,3430.0,681.0,4216.0,19459.0,1356.0,3989.0,3557.0,2489.0,213.0,750.0,3809.0,437.0,19.0,113.0,42.0
41518.0,296.0,3805.0,6683.0,620.0,126.0,262.0,645.0,315.0,21550.0,2946.0,410.0,4017.0,18522.0,1374.0,3943.0,2825.0,2536.0,202.0,693.0,4014.0,449.0,28.0,110.0,43.0
50056.0,334.0,5432.0,6683.0,404.0,142.0,498.0,442.0,328.0,39680.0,2848.0,767.0,3394.0,18641.0,1293.0,4387.0,4133.0,2457.0,246.0,982.0,3682.0,421.0,6.0,138.0,50.0
49330.0,222.0,5681.0,6550.0,63.0,182.0,466.0,990.0,306.0,46825.0,3264.0,1825.0,2650.0,19160.0,1192.0,3402.0,4339.0,2549.0,215.0,915.0,3775.0,402.0,33.0,127.0,54.0
55084.0,349.0,6741.0,6752.0,6.0,201.0,503.0,539.0,274.0,44401.0,3527.0,1211.0,2498.0,20903.0,1186.0,3383.0,4087.0,2652.0,188.0,894.0,4019.0,400.0,16.0,194.0,63.0
51658.0,318.0,6740.0,6710.0,502.0,223.0,446.0,539.0,299.0,43040.0,3595.0,1189.0,3548.0,22771.0,1172.0,4193.0,0.0,2566.0,169.0,756.0,3114.0,672.0,12.0,250.0,63.0
46024.0,228.0,6914.0,6623.0,625.0,235.0,422.0,358.0,273.0,33567.0,3481.0,878.0,3758.0,24850.0,1154.0,4128.0,3387.0,2449.0,185.0,530.0,3288.0,716.0,23.0,274.0,61.0
53950.0,157.0,4683.0,6719.0,519.0,192.0,239.0,12.0,284.0,25193.0,3638.0,423.0,3685.0,24248.0,1148.0,3580.0,6535.0,2560.0,136.0,616.0,2738.0,683.0,20.0,208.0,46.0
43632.0,352.0,4902.0,6569.0,353.0,208.0,219.0,1018.0,250.0,24454.0,2985.0,422.0,3025.0,22251.0,1086.0,4207.0,2691.0,2613.0,183.0,546.0,3201.0,528.0,29.0,176.0,44.0
57413.0,313.0,6258.0,6363.0,584.0,137.0,390.0,454.0,199.0,46699.0,3575.0,865.0,2462.0,22753.0,1053.0,3392.0,2980.0,2637.0,157.0,600.0,3027.0,532.0,41.0,208.0,63.0
60504.0,321.0,6995.0,6534.0,642.0,193.0,397.0,822.0,221.0,45250.0,3633.0,0.0,2064.0,24879.0,1041.0,3036.0,3359.0,2691.0,158.0,608.0,3489.0,445.0,39.0,207.0,49.0
59832.0,334.0,7280.0,6491.0,643.0,214.0,442.0,444.0,187.0,42962.0,3537.0,976.0,3133.0,26506.0,1024.0,3183.0,2751.0,2079.0,125.0,557.0,3360.0,532.0,47.0,355.0,45.0
68522.0,348.0,6891.0,6623.0,524.0,276.0,395.0,715.0,193.0,44311.0,3198.0,797.0,3058.0,27114.0,1003.0,3159.0,2752.0,2262.0,191.0,520.0,2949.0,473.0,41.0,430.0,35.0
60441.0,240.0,6094.0,6586.0,826.0,188.0,378.0,251.0,163.0,34947.0,3064.0,2191.0,2755.0,28606.0,1016.0,2994.0,2521.0,2397.0,169.0,498.0,2686.0,403.0,45.0,386.0,44.0
60220.0,214.0,4482.0,6587.0,650.0,234.0,248.0,16.0,165.0,23658.0,3616.0,661.0,3012.0,28732.0,1012.0,2779.0,2753.0,2186.0,178.0,470.0,2666.0,401.0,51.0,407.0,62.0
59625.0,542.0,4685.0,6511.0,533.0,169.0,159.0,1423.0,182.0,22893.0,3797.0,589.0,2616.0,28498.0,1008.0,2852.0,1979.0,2349.0,322.0,418.0,3099.0,344.0,58.0,259.0,33.0
65757.0,426.0,7051.0,6240.0,1244.0,114.0,412.0,62.0,155.0,42922.0,3744.0,1111.0,1836.0,29429.0,992.0,2692.0,2165.0,2521.0,347.0,517.0,3163.0,375.0,62.0,333.0,39.0
66299.0,406.0,6149.0,6410.0,538.0,162.0,351.0,727.0,174.0,40142.0,3884.0,759.0,1712.0,32676.0,947.0,2671.0,2145.0,2388.0,248.0,450.0,3533.0,275.0,24.0,450.0,61.0
70774.0,482.0,6406.0,6415.0,645.0,230.0,534.0,569.0,180.0,43683.0,3835.0,1036.0,2493.0,34975.0,933.0,2764.0,0.0,2500.0,248.0,494.0,2733.0,281.0,83.0,624.0,60.0
66422.0,529.0,7257.0,6389.0,687.0,231.0,583.0,826.0,159.0,34618.0,3951.0,1079.0,2741.0,35252.0,926.0,2613.0,4003.0,2379.0,327.0,421.0,3034.0,293.0,80.0,597.0,39.0
64325.0,384.0,7615.0,6214.0,831.0,249.0,529.0,165.0,171.0,25753.0,3963.0,938.0,2407.0,38697.0,918.0,2565.0,1579.0,2166.0,202.0,410.0,2709.0,289.0,94.0,661.0,34.0
58993.0,253.0,5311.0,6096.0,726.0,218.0,202.0,4.0,142.0,23412.0,4090.0,631.0,2084.0,40425.0,924.0,2504.0,1587.0,2182.0,257.0,340.0,2459.0,211.0,171.0,511.0,26.0
60856.0,795.0,5172.0,5901.0,586.0,190.0,249.0,1911.0,118.0,22753.0,4091.0,607.0,2099.0,37132.0,931.0,2429.0,1013.0,2414.0,123.0,389.0,2928.0,271.0,96.0,418.0,45.0
68295.0,460.0,6859.0,5828.0,445.0,128.0,522.0,595.0,135.0,46927.0,4406.0,1597.0,1654.0,37740.0,928.0,2476.0,1332.0,2625.0,399.0,393.0,3057.0,305.0,78.0,632.0,63.0
67450.0,382.0,6019.0,5850.0,563.0,280.0,454.0,921.0,173.0,66150.0,4463.0,1040.0,1719.0,45720.0,902.0,2331.0,1763.0,2586.0,310.0,441.0,2744.0,236.0,160.0,795.0,59.0
67767.0,736.0,8438.0,5830.0,779.0,306.0,569.0,1236.0,167.0,57326.0,4546.0,891.0,2357.0,49310.0,913.0,2238.0,1209.0,2621.0,354.0,373.0,2856.0,254.0,154.0,981.0,41.0
74949.0,437.0,7573.0,5779.0,768.0,252.0,815.0,1091.0,158.0,56903.0,4865.0,901.0,2545.0,48916.0,937.0,2378.0,1487.0,2489.0,277.0,394.0,2548.0,261.0,189.0,779.0,113.0
63755.0,336.0,6751.0,5833.0,770.0,274.0,781.0,84.0,156.0,47535.0,0.0,987.0,2288.0,48611.0,921.0,2201.0,1226.0,2316.0,513.0,398.0,2520.0,313.0,235.0,801.0,58.0
55631.0,307.0,5480.0,5741.0,751.0,254.0,305.0,4.0,130.0,22673.0,0.0,658.0,2198.0,49981.0,927.0,1968.0,0.0,2333.0,481.0,269.0,2275.0,351.0,240.0,839.0,25.0
59997.0,631.0,4973.0,5607.0,688.0,168.0,340.0,2488.0,119.0,28011.0,13756.0,467.0,2133.0,44457.0,919.0,1993.0,1176.0,2434.0,469.0,292.0,2772.0,264.0,226.0,600.0,28.0
64564.0,377.0,7208.0,5380.0,550.0,202.0,633.0,564.0,115.0,54004.0,5288.0,1118.0,1877.0,51596.0,963.0,1897.0,936.0,2667.0,359.0,283.0,2960.0,369.0,217.0,985.0,48.0
64052.0,501.0,5752.0,5449.0,804.0,288.0,684.0,1470.0,152.0,55451.0,5678.0,914.0,1775.0,50294.0,942.0,1759.0,1063.0,2636.0,334.0,273.0,3009.0,375.0,199.0,1270.0,18.0
69204.0,446.0,7730.0,5484.0,848.0,382.0,902.0,1394.0,147.0,58055.0,0.0,1177.0,1961.0,52783.0,967.0,1629.0,1114.0,2621.0,278.0,307.0,2695.0,302.0,285.0,1308.0,36.0
64375.0,452.0,8458.0,5468.0,883.0,379.0,870.0,1303.0,143.0,53264.0,6809.0,985.0,2131.0,61242.0,982.0,1686.0,903.0,2674.0,396.0,235.0,2772.0,283.0,141.0,1586.0,31.0
57424.0,254.0,9556.0,5429.0,769.0,295.0,955.0,62.0,138.0,41541.0,0.0,877.0,1991.0,54735.0,996.0,1573.0,0.0,2548.0,307.0,216.0,2199.0,254.0,190.0,1534.0,30.0
46889.0,184.0,4853.0,5387.0,747.0,238.0,240.0,3.0,121.0,24066.0,21358.0,0.0,2073.0,52972.0,987.0,1357.0,1394.0,2685.0,313.0,196.0,886.0,239.0,174.0,1331.0,23.0
41896.0,267.0,4767.0,5364.0,939.0,159.0,509.0,3361.0,99.0,20106.0,4250.0,809.0,1762.0,52050.0,995.0,1258.0,762.0,2598.0,226.0,215.0,1356.0,164.0,119.0,965.0,34.0
61621.0,689.0,6148.0,5121.0,671.0,190.0,879.0,971.0,84.0,56283.0,6790.0,922.0,1469.0,52509.0,1083.0,1363.0,0.0,2751.0,295.0,216.0,1918.0,189.0,126.0,1246.0,33.0
54137.0,358.0,6139.0,5186.0,908.0,384.0,741.0,1708.0,126.0,56169.0,7734.0,903.0,1761.0,56282.0,1178.0,1368.0,675.0,2697.0,908.0,267.0,2654.0,254.0,146.0,1355.0,43.0
60036.0,333.0,6590.0,5239.0,963.0,401.0,1045.0,1601.0,127.0,53989.0,7785.0,1671.0,1948.0,62538.0,1153.0,1402.0,727.0,2634.0,301.0,287.0,2977.0,239.0,151.0,1485.0,20.0
60441.0,442.0,6717.0,5191.0,901.0,552.0,1147.0,2387.0,111.0,49403.0,8466.0,1432.0,2154.0,61537.0,1185.0,1567.0,782.0,2450.0,242.0,291.0,2851.0,216.0,134.0,1605.0,43.0
63767.0,239.0,6495.0,5185.0,766.0,347.0,1122.0,70.0,124.0,46389.0,0.0,1603.0,2198.0,64399.0,1172.0,1469.0,842.0,2125.0,132.0,267.0,2611.0,239.0,106.0,1571.0,36.0
54163.0,223.0,4376.0,5155.0,1113.0,463.0,555.0,6.0,112.0,22730.0,14149.0,887.0,2033.0,62064.0,1182.0,1428.0,634.0,2020.0,175.0,297.0,2487.0,225.0,132.0,1441.0,28.0
51637.0,583.0,5558.0,5081.0,818.0,259.0,436.0,4760.0,97.0,26506.0,5109.0,242.0,1988.0,53601.0,1193.0,1257.0,539.0,2132.0,188.0,315.0,2907.0,179.0,141.0,838.0,34.0
56876.0,362.0,6686.0,4892.0,1150.0,412.0,966.0,1408.0,58.0,50520.0,6547.0,862.0,1572.0,60963.0,1183.0,1521.0,531.0,2345.0,61.0,384.0,2996.0,262.0,67.0,697.0,54.0
55222.0,333.0,5858.0,5054.0,1035.0,476.0,1226.0,2604.0,97.0,54954.0,0.0,1547.0,1552.0,66999.0,1212.0,1569.0,730.0,2510.0,42.0,292.0,2995.0,246.0,105.0,979.0,56.0
51446.0,494.0,7371.0,5017.0,1150.0,522.0,1445.0,2670.0,101.0,60713.0,8875.0,1233.0,1866.0,64553.0,1243.0,1482.0,753.0,2625.0,102.0,343.0,2617.0,277.0,119.0,1172.0,103.0
70072.0,412.0,5618.0,5016.0,1459.0,574.0,1449.0,2914.0,105.0,49407.0,17741.0,1066.0,2077.0,64732.0,1226.0,1383.0,626.0,2501.0,83.0,251.0,2766.0,330.0,98.0,1356.0,166.0
52325.0,210.0,6345.0,5030.0,1045.0,629.0,1415.0,3210.0,0.0,36881.0,0.0,1279.0,1791.0,64030.0,1256.0,1413.0,747.0,2245.0,81.0,277.0,2644.0,283.0,84.0,1231.0,279.0
34577.0,175.0,4448.0,4911.0,1113.0,477.0,625.0,3020.0,208.0,23006.0,9507.0,854.0,2044.0,57711.0,1192.0,1227.0,1168.0,2133.0,86.0,271.0,2024.0,210.0,111.0,1017.0,197.0
37997.0,204.0,3571.0,4839.0,719.0,320.0,561.0,635.0,73.0,24397.0,10143.0,209.0,1556.0,55018.0,1233.0,1372.0,0.0,2247.0,91.0,288.0,2595.0,229.0,102.0,647.0,246.0
44975.0,903.0,5506.0,4718.0,1115.0,401.0,1390.0,2119.0,84.0,49264.0,5547.0,1190.0,1353.0,64572.0,1263.0,1409.0,617.0,2385.0,100.0,293.0,3200.0,365.0,70.0,916.0,297.0
45915.0,355.0,5792.0,4790.0,828.0,642.0,1510.0,3787.0,128.0,48603.0,7828.0,1534.0,1182.0,69672.0,1303.0,1363.0,613.0,2444.0,93.0,295.0,2747.0,435.0,45.0,1070.0,288.0
45135.0,246.0,6775.0,4767.0,1196.0,840.0,1707.0,4800.0,149.0,42974.0,9099.0,1033.0,1812.0,68900.0,1412.0,1287.0,513.0,2279.0,68.0,268.0,2868.0,461.0,62.0,1178.0,324.0
47900.0,705.0,5928.0,4838.0,1061.0,947.0,1427.0,4954.0,161.0,32326.0,8639.0,973.0,1920.0,69876.0,1203.0,1213.0,630.0,2206.0,117.0,257.0,2401.0,391.0,69.0,1037.0,332.0
45271.0,203.0,6482.0,4860.0,1332.0,1071.0,2034.0,3474.0,174.0,45908.0,9008.0,608.0,1939.0,69239.0,1309.0,1184.0,586.0,2028.0,50.0,284.0,2265.0,424.0,71.0,984.0,397.0
31903.0,263.0,3948.0,4797.0,1050.0,1209.0,782.0,4735.0,183.0,21873.0,9169.0,680.0,1957.0,61408.0,1217.0,1109.0,1087.0,2113.0,87.0,243.0,1973.0,390.0,56.0,744.0,266.0
34091.0,741.0,3541.0,4688.0,975.0,953.0,711.0,1976.0,177.0,23513.0,9090.0,520.0,1903.0,60975.0,1443.0,1175.0,0.0,2245.0,51.0,258.0,2485.0,275.0,49.0,493.0,280.0
42562.0,371.0,4916.0,4639.0,1197.0,876.0,1278.0,3593.0,82.0,46307.0,6112.0,741.0,1417.0,57224.0,1502.0,1114.0,450.0,2213.0,31.0,232.0,2545.0,339.0,50.0,715.0,320.0
42192.0,484.0,5267.0,4642.0,1146.0,1366.0,1576.0,287.0,247.0,48152.0,6944.0,1519.0,1380.0,85687.0,1313.0,1068.0,482.0,2243.0,60.0,244.0,2519.0,399.0,41.0,903.0,441.0
50437.0,475.0,6026.0,4675.0,1544.0,1409.0,1507.0,11226.0,191.0,42260.0,5996.0,670.0,1737.0,77266.0,1491.0,1019.0,445.0,2190.0,77.0,246.0,2436.0,491.0,48.0,863.0,371.0
46320.0,562.0,5824.0,4758.0,1297.0,1460.0,1571.0,7625.0,181.0,44088.0,8619.0,922.0,1870.0,76472.0,1517.0,1069.0,415.0,2115.0,94.0,208.0,2211.0,390.0,36.0,876.0,323.0
43071.0,327.0,5974.0,4843.0,1111.0,1444.0,1479.0,5460.0,177.0,37291.0,7964.0,765.0,2037.0,78761.0,1549.0,987.0,319.0,1905.0,51.0,211.0,2131.0,427.0,34.0,844.0,299.0
34168.0,278.0,4129.0,4897.0,1754.0,1365.0,785.0,5382.0,164.0,14534.0,9474.0,742.0,1965.0,78512.0,1482.0,910.0,264.0,1754.0,54.0,168.0,1897.0,362.0,36.0,600.0,248.0
33526.0,1033.0,3719.0,4932.0,1415.0,996.0,610.0,3113.0,156.0,50225.0,7731.0,119.0,1752.0,69921.0,1587.0,951.0,213.0,1642.0,41.0,203.0,2174.0,541.0,38.0,436.0,235.0
41969.0,537.0,6476.0,4670.0,1327.0,975.0,1218.0,5104.0,119.0,44329.0,4871.0,542.0,1419.0,78357.0,1572.0,898.0,300.0,1682.0,40.0,216.0,1950.0,574.0,53.0,633.0,267.0
40118.0,567.0,4921.0,4893.0,1515.0,1326.0,1256.0,7087.0,179.0,46453.0,5092.0,1148.0,1594.0,83883.0,1596.0,816.0,865.0,1858.0,8.0,212.0,2582.0,735.0,39.0,592.0,195.0
45211.0,652.0,5937.0,4958.0,1780.0,1397.0,1311.0,7122.0,161.0,46809.0,0.0,903.0,1762.0,83341.0,1642.0,833.0,498.0,1994.0,48.0,214.0,2158.0,614.0,43.0,657.0,198.0
48659.0,638.0,6196.0,5064.0,1982.0,1732.0,1453.0,8860.0,183.0,39539.0,13016.0,815.0,1968.0,86432.0,1612.0,822.0,513.0,2026.0,40.0,217.0,1929.0,612.0,46.0,587.0,168.0
43238.0,380.0,6319.0,5144.0,1827.0,1694.0,1378.0,8594.0,178.0,33857.0,6703.0,870.0,1965.0,90632.0,1673.0,791.0,0.0,1894.0,34.0,227.0,1950.0,705.0,25.0,598.0,167.0
29078.0,431.0,4614.0,5097.0,2992.0,1296.0,988.0,7016.0,196.0,14672.0,6854.0,0.0,2076.0,90802.0,1578.0,756.0,878.0,1992.0,40.0,231.0,1592.0,513.0,49.0,451.0,119.0
24702.0,417.0,3486.0,5106.0,2951.0,1150.0,814.0,4266.0,172.0,9516.0,6275.0,-7953.0,1764.0,75809.0,1703.0,768.0,330.0,2152.0,22.0,253.0,2202.0,470.0,36.0,291.0,136.0
27103.0,1478.0,5351.0,5020.0,2482.0,1369.0,1499.0,6738.0,177.0,18786.0,1598.0,665.0,1267.0,89706.0,1761.0,781.0,426.0,2302.0,47.0,231.0,1892.0,644.0,20.0,509.0,156.0
33851.0,506.0,4461.0,5172.0,2679.0,1430.0,1176.0,8599.0,194.0,37087.0,4615.0,1409.0,1486.0,95735.0,1673.0,775.0,371.0,2313.0,75.0,267.0,1827.0,883.0,20.0,508.0,155.0
39622.0,982.0,5043.0,5310.0,2934.0,1597.0,1892.0,9762.0,189.0,40761.0,6586.0,1040.0,1642.0,96551.0,1512.0,708.0,341.0,2063.0,63.0,206.0,1892.0,930.0,42.0,712.0,176.0
44825.0,815.0,5935.0,5421.0,3543.0,1616.0,1484.0,9529.0,193.0,41533.0,7291.0,1526.0,1866.0,97570.0,1671.0,687.0,584.0,2313.0,86.0,235.0,1792.0,931.0,39.0,642.0,136.0
45615.0,639.0,5674.0,5406.0,3505.0,1501.0,1630.0,11337.0,191.0,30800.0,6603.0,1719.0,2131.0,94372.0,1509.0,643.0,526.0,2139.0,42.0,236.0,1282.0,1007.0,30.0,646.0,121.0
40308.0,576.0,4408.0,5361.0,3339.0,1456.0,948.0,6345.0,198.0,14020.0,6162.0,2143.0,2082.0,92071.0,1527.0,601.0,539.0,2089.0,49.0,217.0,1476.0,640.0,99.0,439.0,109.0
32901.0,1329.0,3335.0,5414.0,2627.0,1008.0,927.0,6320.0,187.0,20611.0,6787.0,317.0,1685.0,83809.0,1716.0,607.0,404.0,2619.0,48.0,235.0,1812.0,777.0,60.0,266.0,106.0
37439.0,930.0,4771.0,5435.0,3110.0,1229.0,1407.0,7826.0,192.0,34552.0,4241.0,642.0,1550.0,90123.0,1742.0,672.0,665.0,2705.0,34.0,239.0,1724.0,674.0,23.0,531.0,113.0
38349.0,1004.0,4444.0,5612.0,4009.0,1452.0,1901.0,10267.0,211.0,37297.0,4160.0,1972.0,1304.0,97894.0,1771.0,621.0,545.0,2981.0,26.0,235.0,1615.0,842.0,32.0,551.0,153.0
45441.0,1115.0,3182.0,5667.0,3408.0,1583.0,2194.0,10239.0,224.0,36405.0,6380.0,732.0,1863.0,96424.0,1648.0,593.0,752.0,2815.0,18.0,244.0,1593.0,786.0,55.0,489.0,126.0
50227.0,1281.0,4841.0,5803.0,4331.0,1907.0,1916.0,13233.0,243.0,39731.0,5698.0,1872.0,1677.0,93337.0,1771.0,576.0,645.0,3049.0,11.0,224.0,1541.0,865.0,35.0,572.0,110.0
45655.0,966.0,5167.0,5960.0,4430.0,1637.0,2297.0,13560.0,231.0,29558.0,6314.0,1491.0,1847.0,92605.0,1538.0,551.0,640.0,2845.0,15.0,229.0,1567.0,809.0,47.0,596.0,82.0
41605.0,934.0,3542.0,6043.0,3901.0,1587.0,1345.0,10536.0,213.0,15442.0,6453.0,799.0,1600.0,86961.0,1519.0,483.0,633.0,3097.0,18.0,230.0,1546.0,674.0,56.0,480.0,70.0
32260.0,1680.0,2917.0,6090.0,4373.0,1350.0,922.0,5539.0,224.0,17635.0,6030.0,292.0,1194.0,75083.0,1743.0,492.0,582.0,3341.0,30.0,228.0,1703.0,679.0,37.0,310.0,61.0
38308.0,1213.0,4683.0,6109.0,4937.0,1391.0,1821.0,10084.0,206.0,34967.0,0.0,932.0,1055.0,83347.0,1692.0,552.0,532.0,3712.0,21.0,313.0,1557.0,852.0,33.0,331.0,110.0
41230.0,1425.0,4786.0,6330.0,6187.0,1640.0,1769.0,13232.0,253.0,32726.0,7651.0,2249.0,1380.0,86508.0,1767.0,561.0,799.0,3605.0,12.0,258.0,1666.0,1083.0,25.0,219.0,125.0
48997.0,1430.0,5408.0,6489.0,6645.0,1786.0,2143.0,15909.0,294.0,32015.0,6149.0,1254.0,1731.0,86052.0,1721.0,498.0,798.0,3521.0,15.0,250.0,1540.0,1002.0,35.0,482.0,114.0
47626.0,1794.0,5401.0,7112.0,6877.0,1912.0,2153.0,16104.0,306.0,32310.0,11889.0,1329.0,2234.0,85362.0,1665.0,472.0,566.0,3563.0,11.0,225.0,1383.0,1008.0,34.0,573.0,61.0
43890.0,1633.0,5573.0,7421.0,6050.0,1869.0,2507.0,14220.0,332.0,24718.0,0.0,1506.0,2111.0,88600.0,1511.0,461.0,694.0,3204.0,20.0,200.0,1106.0,1078.0,45.0,639.0,95.0
33707.0,1458.0,3886.0,7764.0,5705.0,1766.0,1410.0,10635.0,320.0,13787.0,5558.0,766.0,1922.0,82170.0,1467.0,403.0,566.0,3362.0,15.0,234.0,1275.0,851.0,48.0,485.0,50.0
36571.0,2203.0,3400.0,8026.0,4049.0,1494.0,1192.0,4299.0,337.0,16871.0,5160.0,218.0,1770.0,70589.0,1412.0,455.0,675.0,3512.0,15.0,227.0,1407.0,626.0,36.0,302.0,38.0
